Column1,Tool Title,Link,Location_x,ngrams,Internal Search:Term (v33),Unique Visitors,Internal Search: Search (event7),Internal Search: Click Through (event11),Internal Search CTR,normalized_search_term,Location_y,Actual,Match
582,Emergency Management CO,https://sp-cloud.kp.org/sites/KPCO-Emergency-Management,colorado,emergency management,Emergency Management,80,128,86,0.671875,emergency management,colorado,https://sp-cloud.kp.org/sites/HawaiiEM,FALSE
583,Emergency Management CO,https://sp-cloud.kp.org/sites/KPCO-Emergency-Management,colorado,emergency management,Emergency Management,80,128,86,0.671875,emergency management,hawaii,https://sp-cloud.kp.org/sites/HawaiiEM,FALSE
584,Emergency Management CO,https://sp-cloud.kp.org/sites/KPCO-Emergency-Management,colorado,emergency management,Emergency Management,80,128,86,0.671875,emergency management,washington,https://sp-cloud.kp.org/sites/HawaiiEM,FALSE
585,Emergency Management HI,https://sp-cloud.kp.org/sites/HawaiiEM,hawaii,emergency management,Emergency Management,80,128,86,0.671875,emergency management,colorado,https://sp-cloud.kp.org/sites/HawaiiEM,TRUE
586,Emergency Management HI,https://sp-cloud.kp.org/sites/HawaiiEM,hawaii,emergency management,Emergency Management,80,128,86,0.671875,emergency management,hawaii,https://sp-cloud.kp.org/sites/HawaiiEM,TRUE
587,Emergency Management HI,https://sp-cloud.kp.org/sites/HawaiiEM,hawaii,emergency management,Emergency Management,80,128,86,0.671875,emergency management,washington,https://sp-cloud.kp.org/sites/HawaiiEM,TRUE
588,Emergency Management WA,https://sp-cloud.kp.org/sites/KPWAEmergencyManagement/SitePages/KPWA-Emergency-Management-Plans.aspx,washington,emergency management,Emergency Management,80,128,86,0.671875,emergency management,colorado,https://sp-cloud.kp.org/sites/HawaiiEM,FALSE
589,Emergency Management WA,https://sp-cloud.kp.org/sites/KPWAEmergencyManagement/SitePages/KPWA-Emergency-Management-Plans.aspx,washington,emergency management,Emergency Management,80,128,86,0.671875,emergency management,hawaii,https://sp-cloud.kp.org/sites/HawaiiEM,FALSE
590,Emergency Management WA,https://sp-cloud.kp.org/sites/KPWAEmergencyManagement/SitePages/KPWA-Emergency-Management-Plans.aspx,washington,emergency management,Emergency Management,80,128,86,0.671875,emergency management,washington,https://sp-cloud.kp.org/sites/HawaiiEM,FALSE
591,Safety and Emergency Management WA,https://sp-cloud.kp.org/sites/KPWAWorkplaceSafety/SitePages/Safety-Action-Plans.aspx,washington,emergency management,Emergency Management,80,128,86,0.671875,emergency management,colorado,https://sp-cloud.kp.org/sites/HawaiiEM,FALSE
592,Safety and Emergency Management WA,https://sp-cloud.kp.org/sites/KPWAWorkplaceSafety/SitePages/Safety-Action-Plans.aspx,washington,emergency management,Emergency Management,80,128,86,0.671875,emergency management,hawaii,https://sp-cloud.kp.org/sites/HawaiiEM,FALSE
593,Safety and Emergency Management WA,https://sp-cloud.kp.org/sites/KPWAWorkplaceSafety/SitePages/Safety-Action-Plans.aspx,washington,emergency management,Emergency Management,80,128,86,0.671875,emergency management,washington,https://sp-cloud.kp.org/sites/HawaiiEM,FALSE
594,Emergency Preparedness NW,https://sp-cloud.kp.org/sites/NWEmergencyPreparedness,northwest,emergency preparedness,emergency preparedness,34,61,68,1.114754098,emergency preparedness,northwest,https://sp-cloud.kp.org/sites/HawaiiEM,FALSE
595,Emergency and Urgent Care CO,http://www.insidekpco.net/aacc_thrive/edurgent-care,colorado,urgent care,urgent care,174,256,106,0.4140625,urgent care,colorado,http://www.insidekpco.net/aacc_thrive/edurgent-care,TRUE
596,Employee Health HI,https://sp-cloud.kp.org/sites/teams-hihr/eh_share/SitePages/Home.aspx,hawaii,employee health,employee health,3064,3988,2442,0.612337011,employee health,hawaii,https://sp-cloud.kp.org/sites/teams-hihr/eh_share/SitePages/Home.aspx,TRUE
597,Employee Health HI,https://sp-cloud.kp.org/sites/teams-hihr/eh_share/SitePages/Home.aspx,hawaii,employee health,employee health,3064,3988,2442,0.612337011,employee health,northwest,https://sp-cloud.kp.org/sites/teams-hihr/eh_share/SitePages/Home.aspx,TRUE
598,Employee Health HI,https://sp-cloud.kp.org/sites/teams-hihr/eh_share/SitePages/Home.aspx,hawaii,employee health,employee health,3064,3988,2442,0.612337011,employee health,california-southern,https://sp-cloud.kp.org/sites/teams-hihr/eh_share/SitePages/Home.aspx,TRUE
599,Employee Health HI,https://sp-cloud.kp.org/sites/teams-hihr/eh_share/SitePages/Home.aspx,hawaii,employee health,employee health,3064,3988,2442,0.612337011,employee health,colorado,https://sp-cloud.kp.org/sites/teams-hihr/eh_share/SitePages/Home.aspx,TRUE
600,Employee Health HI,https://sp-cloud.kp.org/sites/teams-hihr/eh_share/SitePages/Home.aspx,hawaii,employee health,employee health,3064,3988,2442,0.612337011,employee health,mid-atlantic-states,https://sp-cloud.kp.org/sites/teams-hihr/eh_share/SitePages/Home.aspx,TRUE
601,Employee Health HI,https://sp-cloud.kp.org/sites/teams-hihr/eh_share/SitePages/Home.aspx,hawaii,employee health,employee health,3064,3988,2442,0.612337011,employee health,washington,https://sp-cloud.kp.org/sites/teams-hihr/eh_share/SitePages/Home.aspx,TRUE
602,Employee Health NW,https://sp-cloud.kp.org/sites/EmployeeHealth,northwest,employee health,employee health,3064,3988,2442,0.612337011,employee health,hawaii,https://sp-cloud.kp.org/sites/teams-hihr/eh_share/SitePages/Home.aspx,FALSE
603,Employee Health NW,https://sp-cloud.kp.org/sites/EmployeeHealth,northwest,employee health,employee health,3064,3988,2442,0.612337011,employee health,northwest,https://sp-cloud.kp.org/sites/teams-hihr/eh_share/SitePages/Home.aspx,FALSE
604,Employee Health NW,https://sp-cloud.kp.org/sites/EmployeeHealth,northwest,employee health,employee health,3064,3988,2442,0.612337011,employee health,california-southern,https://sp-cloud.kp.org/sites/teams-hihr/eh_share/SitePages/Home.aspx,FALSE
605,Employee Health NW,https://sp-cloud.kp.org/sites/EmployeeHealth,northwest,employee health,employee health,3064,3988,2442,0.612337011,employee health,colorado,https://sp-cloud.kp.org/sites/teams-hihr/eh_share/SitePages/Home.aspx,FALSE
606,Employee Health NW,https://sp-cloud.kp.org/sites/EmployeeHealth,northwest,employee health,employee health,3064,3988,2442,0.612337011,employee health,mid-atlantic-states,https://sp-cloud.kp.org/sites/teams-hihr/eh_share/SitePages/Home.aspx,FALSE
607,Employee Health NW,https://sp-cloud.kp.org/sites/EmployeeHealth,northwest,employee health,employee health,3064,3988,2442,0.612337011,employee health,washington,https://sp-cloud.kp.org/sites/teams-hihr/eh_share/SitePages/Home.aspx,FALSE
608,Employee Health Resources SCAL,https://sp-cloud.kp.org/sites/SCALEmployeeHealthServices,california-southern,employee health,employee health,3064,3988,2442,0.612337011,employee health,hawaii,https://sp-cloud.kp.org/sites/teams-hihr/eh_share/SitePages/Home.aspx,FALSE
609,Employee Health Resources SCAL,https://sp-cloud.kp.org/sites/SCALEmployeeHealthServices,california-southern,employee health,employee health,3064,3988,2442,0.612337011,employee health,northwest,https://sp-cloud.kp.org/sites/teams-hihr/eh_share/SitePages/Home.aspx,FALSE
610,Employee Health Resources SCAL,https://sp-cloud.kp.org/sites/SCALEmployeeHealthServices,california-southern,employee health,employee health,3064,3988,2442,0.612337011,employee health,california-southern,https://sp-cloud.kp.org/sites/teams-hihr/eh_share/SitePages/Home.aspx,FALSE
611,Employee Health Resources SCAL,https://sp-cloud.kp.org/sites/SCALEmployeeHealthServices,california-southern,employee health,employee health,3064,3988,2442,0.612337011,employee health,colorado,https://sp-cloud.kp.org/sites/teams-hihr/eh_share/SitePages/Home.aspx,FALSE
612,Employee Health Resources SCAL,https://sp-cloud.kp.org/sites/SCALEmployeeHealthServices,california-southern,employee health,employee health,3064,3988,2442,0.612337011,employee health,mid-atlantic-states,https://sp-cloud.kp.org/sites/teams-hihr/eh_share/SitePages/Home.aspx,FALSE
613,Employee Health Resources SCAL,https://sp-cloud.kp.org/sites/SCALEmployeeHealthServices,california-southern,employee health,employee health,3064,3988,2442,0.612337011,employee health,washington,https://sp-cloud.kp.org/sites/teams-hihr/eh_share/SitePages/Home.aspx,FALSE
614,Employee Health Services CO,https://sp-cloud.kp.org/sites/KPCO-Employee-Health-Services,colorado,employee health,employee health,3064,3988,2442,0.612337011,employee health,hawaii,https://sp-cloud.kp.org/sites/teams-hihr/eh_share/SitePages/Home.aspx,FALSE
615,Employee Health Services CO,https://sp-cloud.kp.org/sites/KPCO-Employee-Health-Services,colorado,employee health,employee health,3064,3988,2442,0.612337011,employee health,northwest,https://sp-cloud.kp.org/sites/teams-hihr/eh_share/SitePages/Home.aspx,FALSE
616,Employee Health Services CO,https://sp-cloud.kp.org/sites/KPCO-Employee-Health-Services,colorado,employee health,employee health,3064,3988,2442,0.612337011,employee health,california-southern,https://sp-cloud.kp.org/sites/teams-hihr/eh_share/SitePages/Home.aspx,FALSE
617,Employee Health Services CO,https://sp-cloud.kp.org/sites/KPCO-Employee-Health-Services,colorado,employee health,employee health,3064,3988,2442,0.612337011,employee health,colorado,https://sp-cloud.kp.org/sites/teams-hihr/eh_share/SitePages/Home.aspx,FALSE
618,Employee Health Services CO,https://sp-cloud.kp.org/sites/KPCO-Employee-Health-Services,colorado,employee health,employee health,3064,3988,2442,0.612337011,employee health,mid-atlantic-states,https://sp-cloud.kp.org/sites/teams-hihr/eh_share/SitePages/Home.aspx,FALSE
619,Employee Health Services CO,https://sp-cloud.kp.org/sites/KPCO-Employee-Health-Services,colorado,employee health,employee health,3064,3988,2442,0.612337011,employee health,washington,https://sp-cloud.kp.org/sites/teams-hihr/eh_share/SitePages/Home.aspx,FALSE
620,Employee Health Services MAS,https://sp-cloud.kp.org/sites/KPMASEmployeeHealthServices,mid-atlantic-states,employee health,employee health,3064,3988,2442,0.612337011,employee health,hawaii,https://sp-cloud.kp.org/sites/teams-hihr/eh_share/SitePages/Home.aspx,FALSE
621,Employee Health Services MAS,https://sp-cloud.kp.org/sites/KPMASEmployeeHealthServices,mid-atlantic-states,employee health,employee health,3064,3988,2442,0.612337011,employee health,northwest,https://sp-cloud.kp.org/sites/teams-hihr/eh_share/SitePages/Home.aspx,FALSE
622,Employee Health Services MAS,https://sp-cloud.kp.org/sites/KPMASEmployeeHealthServices,mid-atlantic-states,employee health,employee health,3064,3988,2442,0.612337011,employee health,california-southern,https://sp-cloud.kp.org/sites/teams-hihr/eh_share/SitePages/Home.aspx,FALSE
623,Employee Health Services MAS,https://sp-cloud.kp.org/sites/KPMASEmployeeHealthServices,mid-atlantic-states,employee health,employee health,3064,3988,2442,0.612337011,employee health,colorado,https://sp-cloud.kp.org/sites/teams-hihr/eh_share/SitePages/Home.aspx,FALSE
624,Employee Health Services MAS,https://sp-cloud.kp.org/sites/KPMASEmployeeHealthServices,mid-atlantic-states,employee health,employee health,3064,3988,2442,0.612337011,employee health,mid-atlantic-states,https://sp-cloud.kp.org/sites/teams-hihr/eh_share/SitePages/Home.aspx,FALSE
625,Employee Health Services MAS,https://sp-cloud.kp.org/sites/KPMASEmployeeHealthServices,mid-atlantic-states,employee health,employee health,3064,3988,2442,0.612337011,employee health,washington,https://sp-cloud.kp.org/sites/teams-hihr/eh_share/SitePages/Home.aspx,FALSE
626,Employee Health WA,https://sp-cloud.kp.org/sites/KPWAEmployeeHealth/,washington,employee health,employee health,3064,3988,2442,0.612337011,employee health,hawaii,https://sp-cloud.kp.org/sites/teams-hihr/eh_share/SitePages/Home.aspx,FALSE
627,Employee Health WA,https://sp-cloud.kp.org/sites/KPWAEmployeeHealth/,washington,employee health,employee health,3064,3988,2442,0.612337011,employee health,northwest,https://sp-cloud.kp.org/sites/teams-hihr/eh_share/SitePages/Home.aspx,FALSE
628,Employee Health WA,https://sp-cloud.kp.org/sites/KPWAEmployeeHealth/,washington,employee health,employee health,3064,3988,2442,0.612337011,employee health,california-southern,https://sp-cloud.kp.org/sites/teams-hihr/eh_share/SitePages/Home.aspx,FALSE
629,Employee Health WA,https://sp-cloud.kp.org/sites/KPWAEmployeeHealth/,washington,employee health,employee health,3064,3988,2442,0.612337011,employee health,colorado,https://sp-cloud.kp.org/sites/teams-hihr/eh_share/SitePages/Home.aspx,FALSE
630,Employee Health WA,https://sp-cloud.kp.org/sites/KPWAEmployeeHealth/,washington,employee health,employee health,3064,3988,2442,0.612337011,employee health,mid-atlantic-states,https://sp-cloud.kp.org/sites/teams-hihr/eh_share/SitePages/Home.aspx,FALSE
631,Employee Health WA,https://sp-cloud.kp.org/sites/KPWAEmployeeHealth/,washington,employee health,employee health,3064,3988,2442,0.612337011,employee health,washington,https://sp-cloud.kp.org/sites/teams-hihr/eh_share/SitePages/Home.aspx,FALSE
632,Employee Health NW,https://sp-cloud.kp.org/sites/EmployeeHealth,northwest,employee health nw,Employee Health nw,29,32,30,0.9375,employee health nw,northwest,https://sp-cloud.kp.org/sites/teams-hihr/eh_share/SitePages/Home.aspx,FALSE
633,Employee Health Services CO,https://sp-cloud.kp.org/sites/KPCO-Employee-Health-Services,colorado,employee health services,employee health services,152,221,114,0.515837104,employee health services,colorado,https://sp-cloud.kp.org/sites/KPMASEmployeeHealthServices,FALSE
634,Employee Health Services CO,https://sp-cloud.kp.org/sites/KPCO-Employee-Health-Services,colorado,employee health services,employee health services,152,221,114,0.515837104,employee health services,mid-atlantic-states,https://sp-cloud.kp.org/sites/KPMASEmployeeHealthServices,FALSE
635,Employee Health Services MAS,https://sp-cloud.kp.org/sites/KPMASEmployeeHealthServices,mid-atlantic-states,employee health services,employee health services,152,221,114,0.515837104,employee health services,colorado,https://sp-cloud.kp.org/sites/KPMASEmployeeHealthServices,TRUE
636,Employee Health Services MAS,https://sp-cloud.kp.org/sites/KPMASEmployeeHealthServices,mid-atlantic-states,employee health services,employee health services,152,221,114,0.515837104,employee health services,mid-atlantic-states,https://sp-cloud.kp.org/sites/KPMASEmployeeHealthServices,TRUE
637,Employee Health Services CO,https://sp-cloud.kp.org/sites/KPCO-Employee-Health-Services,colorado,employee services,Employee services,16,21,6,0.285714286,employee services,colorado,https://sp-cloud.kp.org/sites/KPMASEmployeeHealthServices,FALSE
638,Employee Health Services CO,https://sp-cloud.kp.org/sites/KPCO-Employee-Health-Services,colorado,employee services,Employee services,16,21,6,0.285714286,employee services,mid-atlantic-states,https://sp-cloud.kp.org/sites/KPMASEmployeeHealthServices,FALSE
639,Employee Health Services MAS,https://sp-cloud.kp.org/sites/KPMASEmployeeHealthServices,mid-atlantic-states,employee services,Employee services,16,21,6,0.285714286,employee services,colorado,https://sp-cloud.kp.org/sites/KPMASEmployeeHealthServices,TRUE
640,Employee Health Services MAS,https://sp-cloud.kp.org/sites/KPMASEmployeeHealthServices,mid-atlantic-states,employee services,Employee services,16,21,6,0.285714286,employee services,mid-atlantic-states,https://sp-cloud.kp.org/sites/KPMASEmployeeHealthServices,TRUE
641,Employee Health Services MAS,https://sp-cloud.kp.org/sites/KPMASEmployeeHealthServices,mid-atlantic-states,employee health mas,Employee Health MAS,6,7,3,0.428571429,employee health mas,mid-atlantic-states,https://sp-cloud.kp.org/sites/KPMASEmployeeHealthServices,TRUE
642,Employee Recognition SCAL,https://sp-cloud.kp.org/sites/scal-gem,california-southern,employee recognition,employee recognition,62,75,51,0.68,employee recognition,california-southern,https://sp-cloud.kp.org/sites/scal-gem,TRUE
643,Environmental Health and Safety CO,http://www.insidekpco.net/environmental-health-and-safety,colorado,health and safety,health and safety,76,96,101,1.052083333,health and safety,colorado,http://nwis.appl.kp.org/EHS/index.html,FALSE
644,Environmental Health and Safety CO,http://www.insidekpco.net/environmental-health-and-safety,colorado,health and safety,health and safety,76,96,101,1.052083333,health and safety,northwest,http://nwis.appl.kp.org/EHS/index.html,FALSE
645,Environmental Health and Safety CO,http://www.insidekpco.net/environmental-health-and-safety,colorado,health and safety,health and safety,76,96,101,1.052083333,health and safety,mid-atlantic-states,http://nwis.appl.kp.org/EHS/index.html,FALSE
646,Environmental Health and Safety NW,http://nwis.appl.kp.org/EHS/index.html,northwest,health and safety,health and safety,76,96,101,1.052083333,health and safety,colorado,http://nwis.appl.kp.org/EHS/index.html,TRUE
647,Environmental Health and Safety NW,http://nwis.appl.kp.org/EHS/index.html,northwest,health and safety,health and safety,76,96,101,1.052083333,health and safety,northwest,http://nwis.appl.kp.org/EHS/index.html,TRUE
648,Environmental Health and Safety NW,http://nwis.appl.kp.org/EHS/index.html,northwest,health and safety,health and safety,76,96,101,1.052083333,health and safety,mid-atlantic-states,http://nwis.appl.kp.org/EHS/index.html,TRUE
649,"Environmental, Health and Safety MAS",https://sp-cloud.kp.org/sites/MASEHS/,mid-atlantic-states,health and safety,health and safety,76,96,101,1.052083333,health and safety,colorado,http://nwis.appl.kp.org/EHS/index.html,FALSE
650,"Environmental, Health and Safety MAS",https://sp-cloud.kp.org/sites/MASEHS/,mid-atlantic-states,health and safety,health and safety,76,96,101,1.052083333,health and safety,northwest,http://nwis.appl.kp.org/EHS/index.html,FALSE
651,"Environmental, Health and Safety MAS",https://sp-cloud.kp.org/sites/MASEHS/,mid-atlantic-states,health and safety,health and safety,76,96,101,1.052083333,health and safety,mid-atlantic-states,http://nwis.appl.kp.org/EHS/index.html,FALSE
652,Environmental Health and Safety CO,http://www.insidekpco.net/environmental-health-and-safety,colorado,environmental health safety,environmental health safety,6,20,17,0.85,environmental health safety,colorado,http://nwis.appl.kp.org/EHS/index.html,FALSE
653,Environmental Health and Safety CO,http://www.insidekpco.net/environmental-health-and-safety,colorado,environmental health safety,environmental health safety,6,20,17,0.85,environmental health safety,northwest,http://nwis.appl.kp.org/EHS/index.html,FALSE
654,Environmental Health and Safety CO,http://www.insidekpco.net/environmental-health-and-safety,colorado,environmental health safety,environmental health safety,6,20,17,0.85,environmental health safety,mid-atlantic-states,http://nwis.appl.kp.org/EHS/index.html,FALSE
655,Environmental Health and Safety NW,http://nwis.appl.kp.org/EHS/index.html,northwest,environmental health safety,environmental health safety,6,20,17,0.85,environmental health safety,colorado,http://nwis.appl.kp.org/EHS/index.html,TRUE
656,Environmental Health and Safety NW,http://nwis.appl.kp.org/EHS/index.html,northwest,environmental health safety,environmental health safety,6,20,17,0.85,environmental health safety,northwest,http://nwis.appl.kp.org/EHS/index.html,TRUE
657,Environmental Health and Safety NW,http://nwis.appl.kp.org/EHS/index.html,northwest,environmental health safety,environmental health safety,6,20,17,0.85,environmental health safety,mid-atlantic-states,http://nwis.appl.kp.org/EHS/index.html,TRUE
658,"Environmental, Health and Safety MAS",https://sp-cloud.kp.org/sites/MASEHS/,mid-atlantic-states,environmental health safety,environmental health safety,6,20,17,0.85,environmental health safety,colorado,http://nwis.appl.kp.org/EHS/index.html,FALSE
659,"Environmental, Health and Safety MAS",https://sp-cloud.kp.org/sites/MASEHS/,mid-atlantic-states,environmental health safety,environmental health safety,6,20,17,0.85,environmental health safety,northwest,http://nwis.appl.kp.org/EHS/index.html,FALSE
660,"Environmental, Health and Safety MAS",https://sp-cloud.kp.org/sites/MASEHS/,mid-atlantic-states,environmental health safety,environmental health safety,6,20,17,0.85,environmental health safety,mid-atlantic-states,http://nwis.appl.kp.org/EHS/index.html,FALSE
661,Environmental Health and Safety CO,http://www.insidekpco.net/environmental-health-and-safety,colorado,environmental health,environmental health,35,34,34,1,environmental health,colorado,http://nwis.appl.kp.org/EHS/index.html,FALSE
662,Environmental Health and Safety CO,http://www.insidekpco.net/environmental-health-and-safety,colorado,environmental health,environmental health,35,34,34,1,environmental health,northwest,http://nwis.appl.kp.org/EHS/index.html,FALSE
663,Environmental Health and Safety CO,http://www.insidekpco.net/environmental-health-and-safety,colorado,environmental health,environmental health,35,34,34,1,environmental health,mid-atlantic-states,http://nwis.appl.kp.org/EHS/index.html,FALSE
664,Environmental Health and Safety NW,http://nwis.appl.kp.org/EHS/index.html,northwest,environmental health,environmental health,35,34,34,1,environmental health,colorado,http://nwis.appl.kp.org/EHS/index.html,TRUE
665,Environmental Health and Safety NW,http://nwis.appl.kp.org/EHS/index.html,northwest,environmental health,environmental health,35,34,34,1,environmental health,northwest,http://nwis.appl.kp.org/EHS/index.html,TRUE
666,Environmental Health and Safety NW,http://nwis.appl.kp.org/EHS/index.html,northwest,environmental health,environmental health,35,34,34,1,environmental health,mid-atlantic-states,http://nwis.appl.kp.org/EHS/index.html,TRUE
667,"Environmental, Health and Safety MAS",https://sp-cloud.kp.org/sites/MASEHS/,mid-atlantic-states,environmental health,environmental health,35,34,34,1,environmental health,colorado,http://nwis.appl.kp.org/EHS/index.html,FALSE
668,"Environmental, Health and Safety MAS",https://sp-cloud.kp.org/sites/MASEHS/,mid-atlantic-states,environmental health,environmental health,35,34,34,1,environmental health,northwest,http://nwis.appl.kp.org/EHS/index.html,FALSE
669,"Environmental, Health and Safety MAS",https://sp-cloud.kp.org/sites/MASEHS/,mid-atlantic-states,environmental health,environmental health,35,34,34,1,environmental health,mid-atlantic-states,http://nwis.appl.kp.org/EHS/index.html,FALSE
670,"Equity, Inclusion and Diversity WA",https://sp-cloud.kp.org/sites/KPWAEquityInclusionDiversity2/SitePages/Home.aspx,washington,equity inclusion,equity inclusion,20,13,16,1.230769231,equity inclusion,washington,https://equityinclusionanddiversity.kaiserpermanente.org/,FALSE
671,"Equity, Inclusion and Diversity WA",https://sp-cloud.kp.org/sites/KPWAEquityInclusionDiversity2/SitePages/Home.aspx,washington,equity inclusion,equity inclusion,20,13,16,1.230769231,equity inclusion,mid-atlantic-states,https://equityinclusionanddiversity.kaiserpermanente.org/,FALSE
672,"Equity, Inclusion, and Diversity MAS",https://tpmg.kp.org/masdiversity/,mid-atlantic-states,equity inclusion,equity inclusion,20,13,16,1.230769231,equity inclusion,washington,https://equityinclusionanddiversity.kaiserpermanente.org/,FALSE
673,"Equity, Inclusion, and Diversity MAS",https://tpmg.kp.org/masdiversity/,mid-atlantic-states,equity inclusion,equity inclusion,20,13,16,1.230769231,equity inclusion,mid-atlantic-states,https://equityinclusionanddiversity.kaiserpermanente.org/,FALSE
674,"Equity, Inclusion and Diversity WA",https://sp-cloud.kp.org/sites/KPWAEquityInclusionDiversity2/SitePages/Home.aspx,washington,equity inclusion diversity,Equity Inclusion Diversity,27,33,33,1,equity inclusion diversity,washington,https://equityinclusionanddiversity.kaiserpermanente.org/,FALSE
675,"Equity, Inclusion and Diversity WA",https://sp-cloud.kp.org/sites/KPWAEquityInclusionDiversity2/SitePages/Home.aspx,washington,equity inclusion diversity,Equity Inclusion Diversity,27,33,33,1,equity inclusion diversity,mid-atlantic-states,https://equityinclusionanddiversity.kaiserpermanente.org/,FALSE
676,"Equity, Inclusion, and Diversity MAS",https://tpmg.kp.org/masdiversity/,mid-atlantic-states,equity inclusion diversity,Equity Inclusion Diversity,27,33,33,1,equity inclusion diversity,washington,https://equityinclusionanddiversity.kaiserpermanente.org/,FALSE
677,"Equity, Inclusion, and Diversity MAS",https://tpmg.kp.org/masdiversity/,mid-atlantic-states,equity inclusion diversity,Equity Inclusion Diversity,27,33,33,1,equity inclusion diversity,mid-atlantic-states,https://equityinclusionanddiversity.kaiserpermanente.org/,FALSE
678,Facilities Directory WA,https://sp-cloud.kp.org/sites/kpwa-facilities_directory,washington,facilities directory,facilities directory,125,179,134,0.748603352,facilities directory,washington,https://sp-cloud.kp.org/sites/kpwa-facilities_directory,TRUE
679,Facilities Maintenance/Appearance NW,https://sp-cloud.kp.org/sites/FMA,northwest,facilities maintenance,facilities maintenance,13,16,15,0.9375,facilities maintenance,northwest,https://sp-cloud.kp.org/sites/FMA,TRUE
680,Facilities Request Forms GA,https://sp-cloud.kp.org/sites/FacilitiesRequestForms-GA,georgia,facilities request,facilities request,66,102,79,0.774509804,facilities request,georgia,https://sp-cloud.kp.org/sites/FacilitiesRequestForms-GA,TRUE
681,Facilities Services WA,https://confluence-aes.kp.org/display/KPWANFS/,washington,facilities services,Facilities Services,23,31,18,0.580645161,facilities services,washington,https://confluence-aes.kp.org/display/KPWANFS/,TRUE
682,Family Violence Prevention Program SCAL,http://kp.org/scalviolenceprevention,california-southern,family violence prevention,family violence prevention,16,18,18,1,family violence prevention,california-southern,https://violenceprevention.kp.org/,FALSE
683,Family Violence Prevention Program SCAL,http://kp.org/scalviolenceprevention,california-southern,violence prevention,Violence Prevention,11,12,7,0.583333333,violence prevention,california-southern,https://violenceprevention.kp.org/,FALSE
684,Family Violence Prevention Program SCAL,http://kp.org/scalviolenceprevention,california-southern,violence prevention,Violence Prevention,11,12,7,0.583333333,violence prevention,washington,https://violenceprevention.kp.org/,FALSE
685,Workplace Violence Prevention WA,https://sp-cloud.kp.org/sites/PreventionofWorkplaceViolenceProgram2,washington,violence prevention,Violence Prevention,11,12,7,0.583333333,violence prevention,california-southern,https://violenceprevention.kp.org/,FALSE
686,Workplace Violence Prevention WA,https://sp-cloud.kp.org/sites/PreventionofWorkplaceViolenceProgram2,washington,violence prevention,Violence Prevention,11,12,7,0.583333333,violence prevention,washington,https://violenceprevention.kp.org/,FALSE
687,Family Violence Prevention Program SCAL,http://kp.org/scalviolenceprevention,california-southern,family violence,family violence,26,30,33,1.1,family violence,california-southern,https://violenceprevention.kp.org/,FALSE
688,FileNet / P8 Content Navigator Claims WA,https://fnp8webcn.ghc.org/navigator/?desktop=Ultera,washington,content navigator,content navigator,6,8,1,0.125,content navigator,washington,https://fnp8webcn.ghc.org/navigator/?desktop=Ultera,TRUE
689,Filenet/P8 Content Navigator - HR WA,https://fnp8webcn.ghc.org/navigator/?desktop=HR,washington,content navigator,content navigator,6,8,1,0.125,content navigator,washington,https://fnp8webcn.ghc.org/navigator/?desktop=Ultera,FALSE
690,Finance and Membership HI,http://web2.hi.kp.org/financeweb/,hawaii,finance and membership,finance and membership,14,22,12,0.545454545,finance and membership,hawaii,http://web2.hi.kp.org/financeweb/,TRUE
691,Flu Resources NW,https://mykp.kp.org/en/content/northwest/kpnw-flu-resources.html,northwest,flu resources,Flu resources,9,14,7,0.5,flu resources,northwest,https://mykp.kp.org/en/content/northwest/kpnw-flu-resources.html,TRUE
692,Food and Nutrition HI,http://web2.hi.kp.org/fns,hawaii,food and nutrition,food and nutrition,551,1445,1384,0.957785467,food and nutrition,hawaii,http://web2.hi.kp.org/fns,TRUE
693,Food and Nutrition HI,http://web2.hi.kp.org/fns,hawaii,food nutrition,Food Nutrition,54,77,68,0.883116883,food nutrition,hawaii,http://web2.hi.kp.org/fns,TRUE
694,Food and Nutrition HI,http://web2.hi.kp.org/fns,hawaii,food and,food and,36,44,45,1.022727273,food and,hawaii,http://web2.hi.kp.org/fns,TRUE
695,For the Record NCAL,https://fortherecord.kaiserpermanente.org/,california-northern,for the record,for the record,18,21,20,0.952380952,for the record,california-northern,https://fortherecord.kaiserpermanente.org/,TRUE
696,Fresno service area NCAL,https://fresno.kaiserpermanente.org,california-northern,fresno service area,Fresno service area,9,11,6,0.545454545,fresno service area,california-northern,https://fresno.kaiserpermanente.org,TRUE
697,Front Office Operations SCAL,http://kpnet.kp.org/california/scpmg/scpmgfront/Index.html ,california-southern,front office,front office,17,23,23,1,front office,california-southern,https://sp-cloud.kp.org/sites/teams-front/SitePages/Home.aspx,FALSE
698,Front Office Operations SCPMG,https://sp-cloud.kp.org/sites/scpmgfront/,california-southern,front office,front office,17,23,23,1,front office,california-southern,https://sp-cloud.kp.org/sites/teams-front/SitePages/Home.aspx,FALSE
699,Front Office Operations SCAL,http://kpnet.kp.org/california/scpmg/scpmgfront/Index.html ,california-southern,front office operations,front office operations,8,8,6,0.75,front office operations,california-southern,https://sp-cloud.kp.org/sites/teams-front/SitePages/Home.aspx,FALSE
700,Front Office Operations SCPMG,https://sp-cloud.kp.org/sites/scpmgfront/,california-southern,front office operations,front office operations,8,8,6,0.75,front office operations,california-southern,https://sp-cloud.kp.org/sites/teams-front/SitePages/Home.aspx,FALSE
